company,location,salary,title
"

        Wacker Chemical Corporation","Ann Arbor, MI","


                            $80,000 - $90,000 a year

",Data Scientist II
"
        Techouts Inc","Detroit, MI","


                            $65,000 a year

",Data Scientist
"
Data and Analytic Solutions, Inc. (DAS)",United States,Unknown,DATA SCIENTIST
"

        Walmart","Bentonville, AR",Unknown,Data Scientist
"

        Walmart","Bentonville, AR",Unknown,Data Scientist - Fraud Detection
"

        Beyond Limits","Glendale, CA",Unknown,Data Scientist - Machine Learning
"
        Octant Associates, LLC","Lorton, VA",Unknown,Data Analyst (Jr to Mid)
"

        CVS Health","Woonsocket, RI",Unknown,"Analytics, Data Scientist (IDS EVG)"
"

        KPMG","Dallas, TX",Unknown,"Sr. Associate, Data Scientist"
"

        Allstate","Bothell, WA",Unknown,Senior Data Scientist - Experimental Design
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"

        eBay Inc.","San Jose, CA",Unknown,Data Scientist 1
"

        Highmark Inc","Pittsburgh, PA",Unknown,Data Scientist
"
        BPMLinks","Denver, CO",Unknown,Data Scientist
"

        Reef Kitchens","Miami, FL",Unknown,Data Scientist - (Brickell)
"

        InMoment","South Jordan, UT",Unknown,Data Scientist
"

        IMPAQ International",United States,Unknown,Data Scientist - Value-Based Care
"
        Pepperdata",United States,Unknown,Data Scientist
"

        University of Texas at Austin","Austin, TX",Unknown,Geospatial Software Developer and Data Scientist
"
        ANALYTOS",United States,Unknown,Data Scientist
"

        Grainger","Lake Forest, IL",Unknown,Data Scientist
"

        Riot Games","Los Angeles, CA",Unknown,Data Scientist
"

        Allstate","Chicago, IL",Unknown,Risk Analytics Data Scientist
"

        The Travelers Companies, Inc.","Hartford, CT",Unknown,Machine Learning Data Scientist
"

        Perspecta","Washington, DC",Unknown,Senior Data Scientist
"

        KPMG","Washington, DC",Unknown,"Associate, Data & Analytics Modeler Machine Learning - FS"
"

        SURVICE Engineering Company","Aberdeen Proving Ground, MD",Unknown,Mathematical Statistician - Clearance Required
"

        Hertz","Estero, FL",Unknown,Data Scientist
"
        Guardian Eagle","Boca Raton, FL",Unknown,Data Scientist
"

        First American","Santa Ana, CA",Unknown,Data Scientist
"
        System1","Venice, CA",Unknown,Data Scientist
"

        Booz Allen Hamilton","Denver, CO",Unknown,"Data Scientist, Senior"
"

        ATPCO","Dulles, VA",Unknown,Intern - Data Scientist
"

        SpotX","Broomfield, CO",Unknown,Data Scientist
"

        CGG","Houston, TX",Unknown,Data Scientist
"

        Banner Health","Tucson, AZ",Unknown,Data Scientist
"
        Sprezzatura Management Consulting","Washington, DC",Unknown,Data Scientist
"

        Humana","Boston, MA",Unknown,Lead Data Scientist - Deep Learning
"

        Battelle","Columbus, OH",Unknown,Data Scientist II
"

        Addison Group","Chicago, IL",Unknown,Sr. Data Analyst
"

        CVS Health","New York, NY",Unknown,Data Science Internship (Undergraduate)
"

        Honor","San Francisco, CA",Unknown,Data Scientist
"
        Relayr","Chicago, IL",Unknown,Data Scientist - IoT (Chicago)
"

        LOCKHEED MARTIN CORPORATION","Milwaukee, WI",Unknown,Data Scientist Analyst
"

        PepsiCo",United States,Unknown,eCommerce Data Science Analyst
"

        DXC",California,Unknown,Data Analyst/Scientist
"
        Spectric Labs","Oak Hill, VA",Unknown,DATA SCIENTIST
"

        MRI Software","Atlanta, GA",Unknown,Data Scientist
"
        Deep 6 AI","Pasadena, CA",Unknown,Data Scientist
"
        Master Electronics, Inc.","Phoenix, AZ",Unknown,Data Scientist
"
        Capital Lighting Fixture Company","Flowery Branch, GA",Unknown,Data Scientist
"
        Voloridge Investment Management","Jupiter, FL",Unknown,Data Scientist
"

        Nestle USA","Solon, OH",Unknown,Statistical Modeling & Forecasting Scientist
"
        Law Dawgs","Seattle, WA",Unknown,In-House Data Privacy Counsel
"

        Allstate","Chicago, IL",Unknown,D3 - Geospatial Data Scientist
"

        Leidos","Fort Meade, MD",Unknown,Data Scientist
"
        Black Sesame Technologies Inc","Santa Clara, CA",Unknown,(Senior) Deep Learning Engineer
"

        USC","Los Angeles, CA",Unknown,Data Scientist
"

        Bethesda Softworks","Austin, TX",Unknown,Sr. Data Analyst
"
        Autocar Parts, LLC","Rolling Meadows, IL",Unknown,Data Scientist
"

        Sierra Nevada Corporation","Herndon, VA",Unknown,Data Scientist I
"

        Walmart","Bentonville, AR",Unknown,Data Scientist - Tech
"
        RocketCyber",United States,Unknown,Staff Data Scientist
"

        Auto Club Group","Tampa, FL",Unknown,Data Scientist
"

        KPMG","Austin, TX",Unknown,"Sr. Associate, Data Scientist, NLP"
"

        Knight Capital Funding","Fort Lauderdale, FL",Unknown,Data Scientist
"
        Bridge Property Management Careers","Orlando, FL",Unknown,"Analyst, Data Scientist"
"
        System1","Venice, CA",Unknown,Data Scientist
"

        MITRE","McLean, VA",Unknown,Computer Data Scientist
"

        Allstate","Northbrook, IL",Unknown,Risk Analytics Data Scientist
"

        ProKarma","Tri-Cities, TN",Unknown,Data Scientist
"

        Collins Aerospace","Winston-Salem, NC",Unknown,"Architect, Data Analytics"
"
        2 Partners Marketing LLC","West Palm Beach, FL",Unknown,Data Scientist
"
        AGRiP","Folsom, CA","


                            $13,781 - $19,982 a month

",Data Scientist/Predictive Analyst
"

        UCLA Health","Los Angeles, CA",Unknown,Data Scientist
"

        Schneider National","Green Bay, WI",Unknown,Data Scientist
"

        Tyson Foods","Springdale, AR",Unknown,Data Scientist
"

        Equifax","Alpharetta, GA",Unknown,"Data Scientist, Entity Resolution and Data Linking"
"

        Flexential","Denver, CO",Unknown,Marketing Data Scientist
"
        FourthWall Media","Sterling, VA",Unknown,Data Scientist
"

        SunTrust","Charlotte, NC",Unknown,Data Scientist
"
        Site 1001","San Clemente, CA",Unknown,Data Scientist & Machine Learning Engineer
"

        Disney Streaming Services","New York, NY",Unknown,"Senior Data Analyst, Data Instrumentation"
"

        Navy Federal Credit Union","Vienna, VA",Unknown,Data Scientist (Predictive Modeler)
"

        Allstate","Charlotte, NC",Unknown,Senior Data Scientist
"

        National Security Agency","Fort Meade, MD","


                            $70,519 - $87,868 a year

",Mathematician
"
        Metawave Corporation","Palo Alto, CA",Unknown,Sr. Software Engineer (AI)
"
        Ancore","Franklin, TN",Unknown,Data Scientist
"

        GCM Grosvenor","Chicago, IL",Unknown,Data Scientist
"

        Comcentric","Broomfield, CO",Unknown,"Data Scientist in Broomfield, CO"
"

        Salt Lake Community College","Salt Lake City, UT",Unknown,Qualitative Data Scientist 1
"

        GEORGIA-PACIFIC","Atlanta, GA",Unknown,ASSOCIATE / JUNIOR DATA SCIENTIST
"

        Trunk Club","Chicago, IL",Unknown,Data Scientist
"

        ViaSat","Carlsbad, CA",Unknown,Data Scientist Intern
"

        Crossover Health","San Clemente, CA",Unknown,Data Scientist
"

        Silicon Valley Bank","Tempe, AZ",Unknown,Data Scientist
"

        Tapingo",United States,Unknown,Data Scientist
"

        Crossix Solutions","New York, NY",Unknown,Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist - A/B Testing + Measurement
"

        TD Ameritrade","Omaha, NE",Unknown,Senior Data Science Analyst
"

        Opendoor","San Francisco, CA",Unknown,Data Scientist (Analytics)
"

        Rapid Response Monitoring","Syracuse, NY",Unknown,Data Science & Analytics Specialist
"

        ShaleApps","Denver, CO",Unknown,Data Scientist – Logistics Optimization Algorithms
"

        Apple","Austin, TX",Unknown,Data Science Engineer
"
        Scratch Financial Inc.","Pasadena, CA",Unknown,Data Scientist
"

        Booz Allen Hamilton","Herndon, VA",Unknown,Chief Data Scientist
"

        Early Warning Services","Chicago, IL",Unknown,Data Scientist
"
        Qikspace",United States,Unknown,data scientist
"
        Desh Technology Inc.","New York, NY","


                            $70,000 - $120,000 a year

",Data Scientist
"

        Mitchell International, Inc.","San Diego, CA",Unknown,Machine Learning / Data Scientist Internship (Summer 2020) - San Diego
"

        Red Hat, Inc.","Raleigh, NC",Unknown,Business Data Scientist
"
        DTN, LLC","West Lafayette, IN",Unknown,Data Scientist
"
        G-Research","New York, NY",Unknown,"Internship in Quantitative Research (Data Science, Machine Learning, Mathematical Modelling)"
"

        Trunk Club","Chicago, IL",Unknown,Data Scientist
"

        Wells Fargo","Irving, TX",Unknown,Sr. Data Scientist / Analytic Consultant 5
"

        Allegiant Travel Company","Las Vegas, NV",Unknown,Data Scientist II
"

        Belcan","St. Louis, MO",Unknown,Imaging Data Scientist
"

        Capital One","New York, NY",Unknown,Data Engineer
"

        Accenture","San Francisco, CA",Unknown,SAP Data Integration Consultant - West Region
"

        Dynetics","Huntsville, AL",Unknown,Data Scientist for Aerospace Applications
"

        Royal Caribbean Cruises Ltd.","Miami, FL",Unknown,Data Scientist
"

        GM Financial","Fort Worth, TX",Unknown,Sr Data Scientist
"
        Conversion Logic","Los Angeles, CA",Unknown,Data Scientist
"

        Customer Value Partners","Arlington, VA",Unknown,Data Scientist
"

        Gimbal","Los Angeles, CA",Unknown,Data Scientist
"

        Clarkston Consulting",United States,Unknown,Data Scientist
"

        US Department of Justice","Washington, DC","


                            $137,849 - $166,500 a year

",Data Scientist
"
        Decentrix","Denver, CO",Unknown,DATA SCIENTIST
"
        Elder Research Inc","Charlottesville, VA",Unknown,Data Scientist
"
        Tiger Analytics","St. Louis, MO",Unknown,Data Scientist - Machine Learning
"
        Alliance Resource Group","Tustin, CA","


                            $90,000 - $130,000 a year

",Senior Healthcare Data Analyst or Manager - 90K-130K
"
        AWM Smart Shelf (Adroit Worldwide Media, Inc.)","Aliso Viejo, CA","


                            $110,000 - $140,000 a year

",Computer Vision Engineer
"

        Cognosante, LLC",United States,Unknown,Senior Medicaid Data Analyst
"

        TD Ameritrade","Chicago, IL",Unknown,Senior Data Science Analyst
"

        American Express","Phoenix, AZ",Unknown,Data Scientist
"

        Twitter",United States,Unknown,Machine Learning Sourcer (San Francisco or Remote)
"
        ODSC Hiring Partner","San Francisco Bay Area, CA","


                            $80,000 - $140,000 a year

",Data Scientist – Generalist
"

        Amazon.com Services, Inc.","Seattle, WA",Unknown,"Data Scientist, Alexa Shopping"
"
        Ortec International USA Inc.","Atlanta, GA",Unknown,DATA SCIENTIST
"
        Tuple Health","Washington, DC","


                            $145,000 - $150,000 a year

",Lead Data Scientist
"
Data Ninjas Inc","Colorado Springs, CO","


                            $110,000 - $120,000 a year

",Senior Data Scientist
"
        Confie Insurance Group","Huntington Beach, CA",Unknown,Data Scientist
"

        Oshkosh Corporation","Oshkosh, WI",Unknown,Data Scientist/Analyst
"
        Dhanutek","Research Triangle Park, NC",Unknown,Data Scientist
"

        New Visions for Public Schools","New York, NY","


                            $18 - $30 an hour

",Computer Science & Data Analytics Residency
"

        Intuit","San Diego, CA",Unknown,Staff Data Scientist - Analytics
"
        AQUASIGHT LLC","Troy, MI","


                            $70,000 - $90,000 a year

",Data Scientist
"
        PrecisionLender","Cary, NC",Unknown,Data Scientist
"

        CITIZENS BANK","Columbus, OH",Unknown,Data Scientist
"
        Valsatechcorp Template",United States,Unknown,Data Scientist
"
        Cognistx","Pittsburgh, PA",Unknown,Data Scientist
"
        Red Berry Innovations","Omaha, NE","


                            $75,000 - $125,000 a year

",Sr. Data Scientist
"

        Trabus Technologies","San Diego, CA",Unknown,Data Scientist
"

        Inspire Brands","Atlanta, GA",Unknown,Sr. Data Scientist
"

        Securian Financial Group","Saint Paul, MN",Unknown,Data Scientist
"

        Walmart eCommerce","Bentonville, AR",Unknown,Principal Data Scientist- Tech
"
        CereCore","Brentwood, TN",Unknown,Data Scientist
"

        Amsted Rail Company Inc.","Granite City, IL",Unknown,Data Scientist
"

        Wayfair","Boston, MA",Unknown,PhD Data Science Immersion Program (January 6-10)
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"

        Amsted Rail Company Inc.","Granite City, IL",Unknown,Data Scientist
"

        Cathexis","Falls Church, VA",Unknown,Data Analyst- Senior
"

        Matrix Resources","Broomfield, CO","


                            $64.75 an hour

",Data Scientist
"

        A2Z Development Center, Inc.","Seattle, WA",Unknown,Data Scientist
"
        DataSprouts","Bloomington, IN",Unknown,Junior Data Scientist
"

        Life Time","Chanhassen, MN",Unknown,Senior Data Scientist
"
        SymphonyRM","Pittsburgh, PA",Unknown,Data Scientist
"

        St. Luke's Health System","Boise, ID",Unknown,Data Scientist
"
        SoftVision - TAMS","Johns Creek, GA",Unknown,"Data Scientist (PYTHON, HADOOP)"
"
        Colsh Consultants",Tennessee,Unknown,Data Scientist
"

        The Hershey Company","Hershey, PA",Unknown,Grad Intern Data Scientist (Summer 2020)
"

        HEB","San Antonio, TX",Unknown,Senior Data Scientist - Customer Analytics
"
        CORP Saint Luke's Health System, Inc.","Kansas City, MO",Unknown,Data Scientist
"

        TARGET","Minneapolis, MN",Unknown,Lead Data Scientist
"

        Allstate","Northbrook, IL",Unknown,Data Scientist/ Machine Learning Engineer
"
        Certilytics",United States,Unknown,Data Scientist Deep Learning
"

        Apple","Pittsburgh, PA",Unknown,"Siri - Embedded Data Scientist, Data Organization"
"

        Auto Club of Southern California","Costa Mesa, CA",Unknown,Data Scientist II
"

        Praxis Engineering","McLean, VA",Unknown,Data Scientist
"

        Regions Bank","Lakewood, CO",Unknown,Data Scientist
"

        University of Utah","Salt Lake City, UT","


                            $75,900 - $130,049 a year

",Healthcare Data Scientist
"
        ZUNA","Greenwich, CT","


                            $109,000 - $130,000 a year

",Data Scientist
"

        University of Michigan","Ann Arbor, MI",Unknown,Data Scientist / Data Engineer
"

        Transamerica","Denver, CO",Unknown,Data Scientist - Bioinformatics
"

        Humana","Boston, MA",Unknown,Principal Data Scientist
"

        Battelle","Columbus, OH",Unknown,Data Scientist III
"

        Wells Fargo","Dallas, TX",Unknown,Sr. Data Scientist / Analytic Consultant 5
"

        Verizon","Denver, CO",Unknown,Sr. Data Analyst
"

        eCornell","Ithaca, NY",Unknown,"Vertical Lead, Data Science"
"

        TARGET","Minneapolis, MN",Unknown,Sr. Data Analyst - Merch Insights
"
        Pansophic Learning","McLean, VA",Unknown,Senior Data Scientist
"

        U-Haul","Phoenix, AZ","


                            $75,000 - $105,000 a year

",Data Scientist
"

        Caliber Home Loans","Coppell, TX",Unknown,Data Scientist
"

        Collins Aerospace","Rockford, IL",Unknown,JUNIOR DATA SCIENTIST
"

        Virginia Mason Medical Center","Seattle, WA",Unknown,Clinical Data Scientist
"

        ProQuest LLC","Ann Arbor, MI",Unknown,Data Scientist
"
        Uplight","Boulder, CO",Unknown,Data Scientist
"

        Abercrombie and Fitch Co.","Columbus, OH",Unknown,Data Scientist
"

        Dematic","Atlanta, GA",Unknown,Data Scientist
"

        ViaSat","Tempe, AZ",Unknown,Industrial Engineer - Data Scientist
"
        Quaxigma","Schaumburg, IL",Unknown,Data Scientist
"

        Vanguard","Malvern, PA",Unknown,Principal Data Scientist
"

        KPMG","Chicago, IL",Unknown,Associate - Data & Analytics Modeler
"

        Procter & Gamble","Cincinnati, OH",Unknown,"R&D Statistician, PhD"
"
        Innovations for Poverty","Washington, DC",Unknown,Global Data Scientist
"
        Kayrros","Houston, TX",Unknown,Data Scientist M/F - Houston Office
"

        Republic Services","Phoenix, AZ",Unknown,Data Scientist (Data Analyst Marketing Segmentation)
"

        Amazon.com Services, Inc.","New York, NY",Unknown,Machine Learning Data Scientist
"

        NT Concepts","Vienna, VA",Unknown,Data Scientist - You Make Data Sing
"

        Mercy Health","Chesterfield, MO",Unknown,Data Scientist-Talent Analytcs
"
        HyperspaceVentures","Chapel Hill, NC",Unknown,Data Scientist
"

        U.S. Bank","Charlotte, NC",Unknown,2020 MBA/Master’s Level Internship – Data Scientist (Charlotte)
"
        Armaments Research Company, Inc.","Washington, DC",Unknown,Data Scientist
"

        1st Merchant Funding","Miami, FL",Unknown,Data Scientist
"
        XLFN Consulting","San Diego, CA","


                            $110,000 - $120,000 a year

","Data Scientist / BI Developer - Python, R, SAS (Remote)"
"
        Vizio Inc.","San Francisco, CA",Unknown,Data Scientist
"

        cPanel","Houston, TX",Unknown,Data Scientist
"

        The Climate Corporation","Seattle, WA",Unknown,Data Scientist - Deep Learning
"

        The University of North Carolina Greensboro","Greensboro, NC",Unknown,Data Scientist
"

        Cognizant Technology Solutions","Plano, TX",Unknown,Master Data Scientist - TX
"

        Ford Motor Company","Dearborn, MI",Unknown,Data Scientist - Connected Vehicle Analytics
"

        ICF","Minneapolis, MN",Unknown,Data Scientist
"

        Tuft & Needle","Phoenix, AZ",Unknown,Sr. Data Scientist
"

        Valley Children's Healthcare","Madera, CA",Unknown,Clinical Informatics Data Scientist
"
        N C Q A","Washington, DC",Unknown,Data Scientist
"

        Nisum","San Francisco, CA",Unknown,Data Scientist
"

        Slice","San Mateo, CA",Unknown,Data Scientist / Machine Learning Engineer - Information Extraction
"

        Liberty Mutual Insurance","Boston, MA","


                            $117,400 - $152,000 a year

","Director I, Data Science"
"

        Liberty Personnel Services","Fremont, CA","


                            $90,000 - $125,000 a year

",Data Scientist
"

        Progressive Leasing","Draper, UT",Unknown,Data Scientist
"

        Crowley","Jacksonville, FL",Unknown,Data Scientist
"

        Walmart","Bentonville, AR",Unknown,Staff Data Scientist - Tech
"

        Optimal","Dearborn, MI",Unknown,Data Scientist - Modelling 91819
"

        Pokemon Company International","Bellevue, WA",Unknown,Data Scientist
"

        Hewlett Packard Enterprise","Roseville, CA",Unknown,Data Scientist Specialist
"
        1904labs","St. Louis, MO",Unknown,Data Scientist
"
        Tiger Analytics","Charlotte, NC",Unknown,Data Scientist (NC)
"
        AnaVation LLC","Washington, DC",Unknown,Data Scientist (Entry)
"

        Comerica Bank","Dallas, TX",Unknown,"Marketing Data Scientist - Dallas, Texas"
"
        XLFN Consulting","Los Angeles, CA","


                            $110,000 - $120,000 a year

","Data Scientist / BI Developer - Python, R, SAS (Remote)"
"

        Memorial Sloan Kettering","New York, NY",Unknown,Sr Strategic Consultant / Data Scientist (Patient Access)
"

        Inspire Brands","Atlanta, GA",Unknown,"Data Science Team Lead, Advanced Analytics"
"

        OneMain Financial","Irving, TX",Unknown,Lead Data Analyst
"

        Nuance","Burlington, MA",Unknown,Sr. Data Scientist
"

        Allstate","Chicago, IL",Unknown,Risk Analytics Data Scientist
"
        DVSUM","Sunnyvale, CA",Unknown,"Cloud Data Architect - Min 5 years exp Reqd, AWS or Azure"
"

        Procter and Gamble","Cincinnati, OH",Unknown,Data Scientist-Master’s Degree Internship
"

        Bell Textron Inc.","Fort Worth, TX",Unknown,2020 Summer Intern - V-22 Readiness Data Scientist
"
        WLBenefits Group","Bannockburn, IL","


                            $75,000 - $80,000 a year

",Data Scientist
"
        Snapiotech.","Cumming, GA",Unknown,Data Scientist
"
        Amplero","Seattle, WA",Unknown,Data Scientist
"

        Pearson","Durham, NC",Unknown,Data Scientist
"

        The Home Depot","Atlanta, GA",Unknown,Data Scientist
"

        Lucas Systems","Wexford, PA",Unknown,Data Scientist
"

        McDonald's Corporate","Chicago, IL",Unknown,Data Scientist
"
        Technogems Inc","Herndon, VA","


                            $160,000 a year

",Data Scientist AI/ML
"

        Wells Fargo","Atlanta, GA",Unknown,Sr. Data Scientist / Analytic Consultant 5
"

        National Security Agency","Fort Meade, MD","


                            $70,519 - $87,868 a year

",Mathematical Statistician
"

        KPMG","Irvine, CA",Unknown,Associate - Data & Analytics Modeler
"

        Accenture","Florham Park, NJ",Unknown,Data Science Consultant
"

        Deloitte","Washington, DC",Unknown,Data Scientist-TS/SCI Required
"

        Advanced Core Concepts, LLC","Torrance, CA",Unknown,Data Scientist
"

        State of South Carolina","Columbia, SC","


                            $50,000 a year

",Geo-spatial Data Scientist
"

        IFG Companies","Atlanta, GA",Unknown,Data Scientist
"
        Gro Intelligence","New York, NY",Unknown,Data Scientist
"

        The Home Depot","Atlanta, GA",Unknown,"Data Scientist, Online"
"
        Amherst Holdings, LLC","Austin, TX",Unknown,"Analyst, Machine Learning Researcher"
"

        Amazon.com Services, Inc.","Seattle, WA",Unknown,"Data Scientist, Global Networks"
"

        CliniComp, Intl.","San Diego, CA",Unknown,Data Scientist - Deep Learning
"

        Argonne National Laboratory","Lemont, IL",Unknown,Data Scientist - Life Sciences
"

        Nielsen","Tampa, FL",Unknown,Data Scientist
"

        TARGET","Sunnyvale, CA",Unknown,Lead Data Scientist - A/B Testing Methodology
"

        Belcan","Warrendale, PA",Unknown,Data Scientist
"
        Envision LLC","St. Louis, MO",Unknown,"Data Scientist - Python, CPLEX"
"

        Verizon","Boston, MA",Unknown,Principal Data Scientist
"

        Liberty Mutual Insurance","Boston, MA","


                            $117,400 - $152,000 a year

",Data Science Project Manager II
"

        ITL USA","Atlanta, GA",Unknown,Principal Data Scientist
"
        XLFN Consulting","Austin, TX","


                            $110,000 - $120,000 a year

","Data Scientist / BI Developer - Python, R, SAS (Remote)"
"

        Opcity","Austin, TX",Unknown,Senior Data Scientist
"
        Feedzai","Atlanta, GA",Unknown,Data Scientist
"

        Blue Cross Blue Shield of Arizona","Phoenix, AZ",Unknown,Data Scientist I-III
"

        SAIC","Upper Marlboro, MD",Unknown,Data Scientist
"
        CounterFind","Dallas, TX",Unknown,Data Scientist/Machine Learning Engineer
"

        PETSMART","Phoenix, AZ",Unknown,Data Scientist
"
        1000bulbs.com","Garland, TX","


                            $70,000 - $90,000 a year

",Senior Data Analyst / Data Scientist / Tableau Developer
"

        Zimmerman Advertising","Fort Lauderdale, FL",Unknown,Data Scientist
"
        eureka strategic consulting","Columbia, MD",Unknown,Data Scientist
"

        Blue Cross Blue Shield of North Carolina","Durham, NC",Unknown,Data Scientist
"
        SixGen, Inc.","Hanover, MD","


                            $110,000 - $150,000 a year

",Data Scientist - CI Poly
"

        Hyperloop Transportation Technologies","Los Angeles, CA",Unknown,Data Engineer / Data Scientist - Contributor
"

        Accenture","Chicago, IL",Unknown,Data Science Consultant
"

        Affinity","San Francisco, CA",Unknown,Data Scientist
"
        Fullpower Technologies, Inc.","Santa Cruz, CA",Unknown,Data Scientist / Applied Mathematician
"

        Gusto","San Francisco, CA",Unknown,"Data Scientist, Models and Algorithms"
"

        Indeed","San Francisco, CA","


                            $148,000 - $192,000 a year

",Technical Product Manager - Data Science
"

        Opendoor","San Francisco, CA",Unknown,Data Scientist (Predictive Services)
"

        Cigna",United States,Unknown,Data Scientist
"
        Juristat","St. Louis, MO","


                            $30,000 - $40,000 a year

",Data Analyst I - Data Entry
"

        Dropbox","San Francisco, CA",Unknown,People Data Scientist
Unknown,"Albany, OR",Unknown,Geology/Geo-Data Scientist
"

        Booz Allen Hamilton","McLean, VA",Unknown,University - Data Scientist Consultant
"
        Extreme Data Technologies","Atlanta, GA",Unknown,Data Scientist / Data Analyst / System Analyst (CDC)
"

        ATPCO","Dulles, VA",Unknown,"Data Scientist, Dynamic Pricing"
"

        Bloomberg BNA","Washington, DC",Unknown,Associate Data Scientist
"
        HR, Legal, & Administration","Sartell, MN",Unknown,Chief Data Scientist
"

        Ford Motor Company","Dearborn, MI",Unknown,Artificial Intelligence/Machine Learning Data Scientist
"

        The Travelers Companies, Inc.","Hartford, CT",Unknown,Data Analytics Engineer - Artificial Intelligence
"

        IntePros Consulting","Green Bay, WI",Unknown,Data Scientist
"

        Allstate","Northbrook, IL",Unknown,Risk Analytics Data Scientist
"

        Strata Decision Technology","Chicago, IL",Unknown,Data Scientist
"
        Outreach","Seattle, WA",Unknown,Data Scientist
"
        Envision LLC","St. Louis, MO",Unknown,Data Scientist w/ Python Development
"
        rMark Bio","Chicago, IL",Unknown,Data Scientist
"
        Precima","Chicago, IL",Unknown,Data Scientist
"
        WorkBoard","Portland, OR",Unknown,Data Scientist
"

        Verizon","Irving, TX",Unknown,Distinguished Data Scientist
"

        SCOR","Charlotte, NC",Unknown,V.I.E. - Data Scientist
"

        PepsiCo",United States,Unknown,eCommerce Senior Data Scientist
"

        Amazon.com Services, Inc.","Austin, TX",Unknown,Machine Learning Scientist
"
        CIITS","Boca Raton, FL",Unknown,DATA SCIENTIST
"

        Spotify","New York, NY",Unknown,Data Scientist – Premium Analytics
"

        Campos","Pittsburgh, PA",Unknown,Data Scientist – Market Research
"

        KPMG","Austin, TX",Unknown,"Manager, Natural Language Processing Data Scientist"
"

        Powertek","Tampa, FL",Unknown,Data Scientist
"

        Guardian Life Insurance Company","New York, NY",Unknown,2020 Data Science Intern
"

        Saudi Aramco",United States,Unknown,Data Scientist- Relocation to Saudi Arabia
"

        BlackRock","Atlanta, GA",Unknown,Data Science & Analytics Manager - BlackRock Solutions
"

        EY","Seattle, WA",Unknown,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)"
"

        Quisitive","Dallas, TX",Unknown,Entry Level Azure Data Engineer - Perfect for recent grad!
"

        NorthShore University HealthSystem","Skokie, IL",Unknown,Data Scientist
"
        Inspire11","Chicago, IL",Unknown,Data Scientist
"
        Vanda Pharmaceuticals Inc.","Washington, DC",Unknown,Data Scientist
"

        Convoy","Seattle, WA",Unknown,Data Scientist - Marketplace Growth
"

        General Dynamics Information Technology","MacDill AFB, FL",Unknown,Data Scientist Advisor
"
        Descartes Labs","Santa Fe, NM",Unknown,Applied Scientist (Agronomy)
"
        GroupBy Inc.","Austin, TX",Unknown,Machine Learning Engineer Intern
"
        Fabuwood Cabinetry Corp.",New Jersey,Unknown,Data Scientist
"

        St. Jude Children's Research Hospital","Memphis, TN",Unknown,Sr Image Data Scientist
"

        Windstream Communications","Little Rock, AR",Unknown,Senior Data Scientist
"

        Jobot","Phoenix, AZ","


                            $130,000 - $165,000 a year

","Lead Instructor, Principal Data Scientist"
"

        Covenant Eyes","Owosso, MI",Unknown,Data Scientist
"

        GSI Service Group","Alexandria, VA",Unknown,IT - DATA SCIENTIST
"

        Burnett Specialists","Dallas-Fort Worth, TX",Unknown,Data Scientist
"
        IT intellectuals","Marietta, GA",Unknown,Sr. Data Scientist
"

        United Federal Credit Union","Saint Joseph, MI",Unknown,Data Scientist
"

        ExxonMobil","Spring, TX",Unknown,Data Scientist (PhD) - Intern
"
        ERNIESYS","Seattle, WA",Unknown,Data Scientist
"

        AGCO","Duluth, GA",Unknown,Data Scientist Job
"
        FlyHomes","Seattle, WA",Unknown,Data Scientist
"

        Purchasing Power","Atlanta, GA",Unknown,Data Decision Scientist - Merchandising
"
        Duolingo","Pittsburgh, PA",Unknown,"Data Scientist, Marketing"
"

        Equifax","Alpharetta, GA",Unknown,Customer Aligned Data Scientist
"

        University of Washington","Seattle, WA",Unknown,DATA SCIENTIST
"
        simplehuman","Torrance, CA",Unknown,Data Scientist / Machine Learning Engineer
"

        HP Inc.","Palo Alto, CA",Unknown,Machine Learning Scientist for 3D Printing Research
"

        STONE Resource Group","Alexandria, VA",Unknown,Data Scientist
"
        Envision LLC","St. Louis, MO",Unknown,Data Scientist - Ph.D.
"

        Novartis","Indianapolis, IN",Unknown,Senior Statistical Analyst
"

        Best Buy","Richfield, MN",Unknown,Principal Machine Learning Scientist
"

        IntePros Consulting","Media, PA",Unknown,Mid-Level Data Scientist
"

        Inside Real Estate","Draper, UT",Unknown,Data Scientist
"
        Remedy BPCI Partners, LLC.","New York, NY",Unknown,Data Scientist
"

        C&J Energy Services","Houston, TX",Unknown,Data Scientist
"

        Fifth Third Bank","Cincinnati, OH",Unknown,Data Scientist.
"

        Trianz","Raleigh, NC",Unknown,Data Scientist
"

        Verizon","Alpharetta, GA",Unknown,Data Scientist – Predictive & Prescriptive Analytics
"

        FCA","Detroit, MI",Unknown,2020 Citizen Data Scientist Internship
"

        Shutterfly","Redwood City, CA",Unknown,Data Scientist
"

        San Juan Regional Medical Center","Farmington, NM",Unknown,Data Scientist I
"

        Cedars-Sinai","Los Angeles, CA",Unknown,Data Scientist
"
        Nanohmics, Inc.","Austin, TX",Unknown,Sr. Computational Physicist / Applied Mathematician
